experiment,subject,condition,total_trial_num,block_num,image_name,is_right
2A,crn_2A_p29,low,30,2,low_A_000_1,1
2A,crn_2A_p29,high,31,2,high_B_101_2,1
2A,crn_2A_p29,high,32,2,high_A_000_1,0
2A,crn_2A_p29,high,33,3,high_A_010_2,1
2A,crn_2A_p29,high,34,3,high_A_000_2,1
2A,crn_2A_p29,high,35,3,high_A_001_2,0
2A,crn_2A_p29,high,36,3,high_B_111_1,1
2A,crn_2A_p29,low,37,3,low_B_101_1,0
2A,crn_2A_p29,high,38,3,high_B_110_2,1
2A,crn_2A_p29,high,39,3,high_B_101_1,0
2A,crn_2A_p29,high,40,3,high_A_000_1,0
2A,crn_2A_p29,low,41,3,low_B_111_1,0
2A,crn_2A_p29,low,42,3,low_A_000_2,0
2A,crn_2A_p29,low,43,3,low_B_111_1,0
2A,crn_2A_p29,low,44,3,low_A_000_2,0
2A,crn_2A_p29,high,45,3,high_B_111_2,1
2A,crn_2A_p29,low,46,3,low_A_001_2,0
2A,crn_2A_p29,low,47,3,low_B_110_1,0
2A,crn_2A_p29,low,48,3,low_A_010_1,0
2A,crn_2A_p29,low,49,4,low_A_001_1,0
2A,crn_2A_p29,high,50,4,high_A_001_2,0
2A,crn_2A_p29,low,51,4,low_A_000_1,0
2A,crn_2A_p29,high,52,4,high_A_010_1,0
2A,crn_2A_p29,high,53,4,high_B_111_2,1
2A,crn_2A_p29,low,54,4,low_B_111_2,0
2A,crn_2A_p29,low,55,4,low_B_110_2,0
2A,crn_2A_p29,high,56,4,high_B_110_1,1
2A,crn_2A_p29,low,57,4,low_B_101_2,0
2A,crn_2A_p29,high,58,4,high_B_111_2,0
2A,crn_2A_p29,high,59,4,high_A_000_2,0
2A,crn_2A_p29,high,60,4,high_A_000_1,1
2A,crn_2A_p29,low,61,4,low_A_000_2,0
2A,crn_2A_p29,low,62,4,low_B_111_1,1
2A,crn_2A_p29,low,63,4,low_A_010_2,0
2A,crn_2A_p29,high,64,4,high_B_101_1,0
2A,crn_2A_p29,high,65,5,high_A_000_1,1
2A,crn_2A_p29,high,66,5,high_B_101_2,1
2A,crn_2A_p29,high,67,5,high_A_010_1,1
2A,crn_2A_p29,low,68,5,low_B_110_1,1
2A,crn_2A_p29,low,69,5,low_B_111_2,0
2A,crn_2A_p29,high,70,5,high_A_000_2,1
2A,crn_2A_p29,high,71,5,high_B_110_2,1
2A,crn_2A_p29,low,72,5,low_B_101_2,1
2A,crn_2A_p29,high,73,5,high_B_111_1,0
2A,crn_2A_p29,high,74,5,high_A_001_1,0
2A,crn_2A_p29,low,75,5,low_A_010_1,0
2A,crn_2A_p29,low,76,5,low_A_001_2,0
2A,crn_2A_p29,low,77,5,low_A_000_2,1
2A,crn_2A_p29,high,78,5,high_B_111_2,1
2A,crn_2A_p29,low,79,5,low_A_000_1,0
2A,crn_2A_p29,low,80,5,low_B_111_1,1
2A,crn_2A_p29,high,81,6,high_B_111_1,1
2A,crn_2A_p29,low,82,6,low_B_101_1,1
2A,crn_2A_p29,low,83,6,low_A_000_1,0
2A,crn_2A_p29,high,84,6,high_B_111_1,0
2A,crn_2A_p29,high,85,6,high_A_010_1,1
2A,crn_2A_p29,high,86,6,high_A_001_2,1
2A,crn_2A_p29,high,87,6,high_A_000_1,0
2A,crn_2A_p29,low,88,6,low_B_111_1,0
2A,crn_2A_p29,low,89,6,low_B_111_1,0
2A,crn_2A_p29,low,90,6,low_A_010_2,1
2A,crn_2A_p29,low,91,6,low_A_000_2,0
2A,crn_2A_p29,low,92,6,low_B_110_2,1
2A,crn_2A_p29,high,93,6,high_A_000_1,0
2A,crn_2A_p29,low,94,6,low_A_001_2,1
2A,crn_2A_p29,high,95,6,high_B_110_2,0
2A,crn_2A_p29,high,96,6,high_B_101_2,1
2A,crn_2A_p3,low,1,1,low_B_111_1,0
2A,crn_2A_p3,low,2,1,low_A_000_1,0
2A,crn_2A_p3,low,3,1,low_A_000_2,1
2A,crn_2A_p3,high,4,1,high_A_000_1,1
2A,crn_2A_p3,high,5,1,high_B_111_2,1
2A,crn_2A_p3,high,6,1,high_B_111_1,1
2A,crn_2A_p3,low,7,1,low_A_010_2,0
2A,crn_2A_p3,high,8,1,high_A_000_1,1
2A,crn_2A_p3,high,9,1,high_B_110_1,1
2A,crn_2A_p3,low,10,1,low_B_101_2,0
2A,crn_2A_p3,high,11,1,high_A_010_1,1
2A,crn_2A_p3,low,12,1,low_A_001_2,0
2A,crn_2A_p3,low,13,1,low_B_111_2,0
2A,crn_2A_p3,high,14,1,high_A_001_2,1
2A,crn_2A_p3,high,15,1,high_B_101_2,1
2A,crn_2A_p3,low,16,1,low_B_110_2,1
2A,crn_2A_p3,high,17,2,high_B_111_1,1
2A,crn_2A_p3,low,18,2,low_A_010_1,0
2A,crn_2A_p3,low,19,2,low_B_110_1,0
2A,crn_2A_p3,high,20,2,high_A_001_2,1
2A,crn_2A_p3,low,21,2,low_B_111_2,1
2A,crn_2A_p3,low,22,2,low_A_000_2,1
2A,crn_2A_p3,high,23,2,high_A_000_1,1
2A,crn_2A_p3,low,24,2,low_A_000_2,0
2A,crn_2A_p3,high,25,2,high_B_101_1,1
2A,crn_2A_p3,high,26,2,high_B_110_2,1
2A,crn_2A_p3,high,27,2,high_A_000_2,1
2A,crn_2A_p3,low,28,2,low_B_111_1,1
2A,crn_2A_p3,low,29,2,low_A_001_1,1
2A,crn_2A_p3,high,30,2,high_A_010_2,1
2A,crn_2A_p3,high,31,2,high_B_111_1,1
2A,crn_2A_p3,low,32,2,low_B_101_1,1
2A,crn_2A_p3,high,33,3,high_B_110_1,1
2A,crn_2A_p3,high,34,3,high_B_101_1,1
2A,crn_2A_p3,low,35,3,low_B_101_2,1
2A,crn_2A_p3,low,36,3,low_A_000_2,1
2A,crn_2A_p3,high,37,3,high_A_001_1,1
2A,crn_2A_p3,high,38,3,high_A_000_2,1
2A,crn_2A_p3,high,39,3,high_A_010_2,1
2A,crn_2A_p3,high,40,3,high_B_111_2,1
2A,crn_2A_p3,low,41,3,low_B_111_2,1
2A,crn_2A_p3,low,42,3,low_A_010_1,1
2A,crn_2A_p3,high,43,3,high_B_111_2,1
2A,crn_2A_p3,low,44,3,low_A_001_2,0
2A,crn_2A_p3,low,45,3,low_A_000_1,0
2A,crn_2A_p3,high,46,3,high_A_000_2,1
2A,crn_2A_p3,low,47,3,low_B_111_2,0
2A,crn_2A_p3,low,48,3,low_B_110_1,1
2A,crn_2A_p3,low,49,4,low_A_010_2,1
2A,crn_2A_p3,high,50,4,high_A_000_1,1
2A,crn_2A_p3,high,51,4,high_A_010_2,1
2A,crn_2A_p3,low,52,4,low_A_000_1,1
2A,crn_2A_p3,low,53,4,low_A_001_1,0
2A,crn_2A_p3,high,54,4,high_B_101_1,1
2A,crn_2A_p3,high,55,4,high_B_111_2,1
2A,crn_2A_p3,high,56,4,high_B_111_1,1
2A,crn_2A_p3,high,57,4,high_A_000_2,1
2A,crn_2A_p3,low,58,4,low_B_110_2,1
2A,crn_2A_p3,low,59,4,low_B_111_1,1
2A,crn_2A_p3,low,60,4,low_B_111_1,1
2A,crn_2A_p3,high,61,4,high_B_110_2,1
2A,crn_2A_p3,low,62,4,low_B_101_2,1
2A,crn_2A_p3,low,63,4,low_A_000_2,1
2A,crn_2A_p3,high,64,4,high_A_001_1,1
2A,crn_2A_p3,high,65,5,high_B_111_1,1
2A,crn_2A_p3,high,66,5,high_A_001_2,1
2A,crn_2A_p3,high,67,5,high_B_110_1,1
2A,crn_2A_p3,low,68,5,low_A_000_1,0
2A,crn_2A_p3,low,69,5,low_A_001_1,1
2A,crn_2A_p3,low,70,5,low_B_111_2,1
2A,crn_2A_p3,low,71,5,low_B_111_1,1
2A,crn_2A_p3,high,72,5,high_A_000_1,1
2A,crn_2A_p3,high,73,5,high_B_111_2,1
2A,crn_2A_p3,high,74,5,high_B_101_2,1
2A,crn_2A_p3,high,75,5,high_A_000_2,1
2A,crn_2A_p3,high,76,5,high_A_010_1,1
2A,crn_2A_p3,low,77,5,low_B_110_1,0
2A,crn_2A_p3,low,78,5,low_B_101_1,1
2A,crn_2A_p3,low,79,5,low_A_000_1,1
2A,crn_2A_p3,low,80,5,low_A_010_1,1
2A,crn_2A_p3,low,81,6,low_B_111_1,0
2A,crn_2A_p3,low,82,6,low_B_111_2,1
2A,crn_2A_p3,low,83,6,low_A_000_1,0
2A,crn_2A_p3,high,84,6,high_A_000_2,1
2A,crn_2A_p3,low,85,6,low_A_001_2,1
2A,crn_2A_p3,high,86,6,high_B_110_2,1
2A,crn_2A_p3,high,87,6,high_B_111_2,1
2A,crn_2A_p3,high,88,6,high_A_010_1,1
2A,crn_2A_p3,high,89,6,high_B_111_1,1
2A,crn_2A_p3,low,90,6,low_B_101_1,1
2A,crn_2A_p3,low,91,6,low_A_010_2,0
2A,crn_2A_p3,high,92,6,high_B_101_2,1
2A,crn_2A_p3,high,93,6,high_A_000_1,1
2A,crn_2A_p3,low,94,6,low_A_000_2,0
2A,crn_2A_p3,high,95,6,high_A_001_1,1
2A,crn_2A_p3,low,96,6,low_B_110_2,1
2A,crn_2A_p30,high,1,1,high_A_001_2,0
2A,crn_2A_p30,low,2,1,low_A_001_1,0
2A,crn_2A_p30,low,3,1,low_A_010_2,0
2A,crn_2A_p30,high,4,1,high_A_000_2,1
2A,crn_2A_p30,low,5,1,low_B_101_2,0
2A,crn_2A_p30,low,6,1,low_B_110_2,0
2A,crn_2A_p30,high,7,1,high_A_000_2,1
2A,crn_2A_p30,high,8,1,high_B_111_2,0
2A,crn_2A_p30,high,9,1,high_B_111_2,1
2A,crn_2A_p30,low,10,1,low_B_111_2,1
2A,crn_2A_p30,low,11,1,low_B_111_1,1
2A,crn_2A_p30,high,12,1,high_B_101_2,0
2A,crn_2A_p30,low,13,1,low_A_000_2,0
2A,crn_2A_p30,high,14,1,high_B_110_2,0
2A,crn_2A_p30,low,15,1,low_A_000_1,0
2A,crn_2A_p30,high,16,1,high_A_010_2,1
2A,crn_2A_p30,low,17,2,low_A_001_2,0
2A,crn_2A_p30,low,18,2,low_B_111_1,1
2A,crn_2A_p30,low,19,2,low_B_110_1,1
2A,crn_2A_p30,low,20,2,low_B_111_2,1
2A,crn_2A_p30,low,21,2,low_A_000_2,0
2A,crn_2A_p30,high,22,2,high_B_111_1,0
2A,crn_2A_p30,high,23,2,high_B_110_2,1
2A,crn_2A_p30,low,24,2,low_B_101_1,1
2A,crn_2A_p30,low,25,2,low_A_010_1,1
2A,crn_2A_p30,high,26,2,high_A_000_1,1
2A,crn_2A_p30,high,27,2,high_B_101_2,1
2A,crn_2A_p30,high,28,2,high_A_010_1,1
2A,crn_2A_p30,high,29,2,high_A_001_1,1
2A,crn_2A_p30,low,30,2,low_A_000_1,0
2A,crn_2A_p30,high,31,2,high_B_111_1,1
2A,crn_2A_p30,high,32,2,high_A_000_1,1
2A,crn_2A_p30,low,33,3,low_A_000_1,0
2A,crn_2A_p30,high,34,3,high_A_010_2,1
2A,crn_2A_p30,low,35,3,low_B_110_2,1
2A,crn_2A_p30,low,36,3,low_A_001_2,0
2A,crn_2A_p30,high,37,3,high_B_111_2,1
2A,crn_2A_p30,low,38,3,low_A_010_2,1
2A,crn_2A_p30,high,39,3,high_A_000_2,1
2A,crn_2A_p30,low,40,3,low_B_111_2,1
2A,crn_2A_p30,low,41,3,low_A_000_1,1
2A,crn_2A_p30,low,42,3,low_B_111_2,1
2A,crn_2A_p30,high,43,3,high_A_001_1,1
2A,crn_2A_p30,high,44,3,high_B_111_1,1
2A,crn_2A_p30,low,45,3,low_B_101_2,1
2A,crn_2A_p30,high,46,3,high_A_000_2,1
2A,crn_2A_p30,high,47,3,high_B_110_1,1
2A,crn_2A_p30,high,48,3,high_B_101_1,1
2A,crn_2A_p30,high,49,4,high_A_001_1,1
2A,crn_2A_p30,low,50,4,low_B_111_1,1
2A,crn_2A_p30,low,51,4,low_B_111_1,1
2A,crn_2A_p30,high,52,4,high_A_000_1,1
2A,crn_2A_p30,high,53,4,high_A_010_1,1
2A,crn_2A_p30,high,54,4,high_B_101_1,1
2A,crn_2A_p30,low,55,4,low_A_010_2,1
2A,crn_2A_p30,high,56,4,high_B_110_1,1
2A,crn_2A_p30,low,57,4,low_B_101_1,1
2A,crn_2A_p30,low,58,4,low_A_000_1,1
2A,crn_2A_p30,low,59,4,low_A_000_1,1
2A,crn_2A_p30,low,60,4,low_A_001_1,0
2A,crn_2A_p30,high,61,4,high_B_111_1,1
2A,crn_2A_p30,high,62,4,high_A_000_1,1
2A,crn_2A_p30,high,63,4,high_B_111_2,1
2A,crn_2A_p30,low,64,4,low_B_110_2,1
2A,crn_2A_p30,high,65,5,high_B_110_1,1
2A,crn_2A_p30,low,66,5,low_B_111_2,1
2A,crn_2A_p30,high,67,5,high_B_101_1,1
2A,crn_2A_p30,low,68,5,low_B_101_2,1
2A,crn_2A_p30,high,69,5,high_A_010_2,1
2A,crn_2A_p30,low,70,5,low_A_000_2,1
2A,crn_2A_p30,low,71,5,low_A_010_1,1
2A,crn_2A_p30,high,72,5,high_B_111_1,1
2A,crn_2A_p30,high,73,5,high_A_000_1,1
2A,crn_2A_p30,high,74,5,high_A_001_2,1
2A,crn_2A_p30,low,75,5,low_B_111_2,1
2A,crn_2A_p30,low,76,5,low_B_110_1,1
2A,crn_2A_p30,low,77,5,low_A_001_2,0
2A,crn_2A_p30,high,78,5,high_B_111_2,1
2A,crn_2A_p30,low,79,5,low_A_000_2,0
2A,crn_2A_p30,high,80,5,high_A_000_1,1
2A,crn_2A_p30,low,81,6,low_A_000_2,1
2A,crn_2A_p30,low,82,6,low_B_110_1,1
2A,crn_2A_p30,high,83,6,high_A_010_1,1
2A,crn_2A_p30,high,84,6,high_B_111_1,1
2A,crn_2A_p30,low,85,6,low_A_001_1,0
2A,crn_2A_p30,high,86,6,high_A_001_2,1
2A,crn_2A_p30,high,87,6,high_B_101_2,1
2A,crn_2A_p30,low,88,6,low_B_111_1,1
2A,crn_2A_p30,low,89,6,low_A_000_2,1
2A,crn_2A_p30,high,90,6,high_A_000_2,1
2A,crn_2A_p30,high,91,6,high_B_110_2,1
2A,crn_2A_p30,low,92,6,low_B_101_1,1
2A,crn_2A_p30,low,93,6,low_A_010_1,1
2A,crn_2A_p30,high,94,6,high_A_000_2,1
2A,crn_2A_p30,high,95,6,high_B_111_2,1
2A,crn_2A_p30,low,96,6,low_B_111_1,1
2A,crn_2A_p31,high,1,1,high_A_010_2,1
2A,crn_2A_p31,low,2,1,low_B_111_1,0
2A,crn_2A_p31,low,3,1,low_A_000_1,1
2A,crn_2A_p31,low,4,1,low_A_010_1,0
2A,crn_2A_p31,high,5,1,high_A_000_2,1
2A,crn_2A_p31,low,6,1,low_B_101_1,0
2A,crn_2A_p31,low,7,1,low_B_110_2,0
2A,crn_2A_p31,high,8,1,high_B_101_2,0
2A,crn_2A_p31,low,9,1,low_A_000_2,1
2A,crn_2A_p31,high,10,1,high_B_110_2,0
2A,crn_2A_p31,high,11,1,high_B_111_2,1
2A,crn_2A_p31,high,12,1,high_B_111_2,1
2A,crn_2A_p31,high,13,1,high_A_001_1,1
2A,crn_2A_p31,high,14,1,high_A_000_1,0
2A,crn_2A_p31,low,15,1,low_A_001_2,0
2A,crn_2A_p31,low,16,1,low_B_111_1,1
2A,crn_2A_p31,low,17,2,low_A_000_1,1
2A,crn_2A_p31,high,18,2,high_B_111_2,0
2A,crn_2A_p31,high,19,2,high_B_110_1,1
2A,crn_2A_p31,low,20,2,low_B_101_2,1
2A,crn_2A_p31,low,21,2,low_B_110_2,1
2A,crn_2A_p31,high,22,2,high_B_101_1,1
2A,crn_2A_p31,high,23,2,high_B_111_1,1
2A,crn_2A_p31,low,24,2,low_A_000_2,0
2A,crn_2A_p31,low,25,2,low_B_111_1,0
2A,crn_2A_p31,low,26,2,low_A_010_1,0
2A,crn_2A_p31,high,27,2,high_A_010_1,0
2A,crn_2A_p31,high,28,2,high_A_000_2,1
2A,crn_2A_p31,high,29,2,high_A_001_2,1
2A,crn_2A_p31,low,30,2,low_B_111_2,1
2A,crn_2A_p31,high,31,2,high_A_000_2,1
2A,crn_2A_p31,low,32,2,low_A_001_1,1
2A,crn_2A_p31,low,33,3,low_B_111_2,1
2A,crn_2A_p31,high,34,3,high_A_000_1,0
2A,crn_2A_p31,low,35,3,low_A_000_1,0
2A,crn_2A_p31,low,36,3,low_A_001_2,1
2A,crn_2A_p31,high,37,3,high_A_001_2,1
2A,crn_2A_p31,high,38,3,high_B_101_1,1
2A,crn_2A_p31,low,39,3,low_B_101_1,1
2A,crn_2A_p31,low,40,3,low_B_111_2,1
2A,crn_2A_p31,high,41,3,high_B_111_1,1
2A,crn_2A_p31,high,42,3,high_B_110_1,1
2A,crn_2A_p31,high,43,3,high_B_111_1,1
2A,crn_2A_p31,high,44,3,high_A_000_1,1
2A,crn_2A_p31,high,45,3,high_A_010_2,1
2A,crn_2A_p31,low,46,3,low_A_000_2,1
2A,crn_2A_p31,low,47,3,low_B_110_1,1
2A,crn_2A_p31,low,48,3,low_A_010_2,0
2A,crn_2A_p31,high,49,4,high_B_101_2,1
2A,crn_2A_p31,low,50,4,low_A_010_1,0
2A,crn_2A_p31,low,51,4,low_B_110_1,0
2A,crn_2A_p31,low,52,4,low_B_111_2,1
2A,crn_2A_p31,high,53,4,high_B_111_2,1
2A,crn_2A_p31,low,54,4,low_B_101_2,0
2A,crn_2A_p31,low,55,4,low_A_001_1,0
2A,crn_2A_p31,high,56,4,high_A_000_1,1
2A,crn_2A_p31,high,57,4,high_A_010_1,1
2A,crn_2A_p31,low,58,4,low_A_000_1,1
2A,crn_2A_p31,high,59,4,high_A_001_1,1
2A,crn_2A_p31,low,60,4,low_A_000_2,0
2A,crn_2A_p31,high,61,4,high_B_111_2,1
2A,crn_2A_p31,high,62,4,high_A_000_2,1
2A,crn_2A_p31,low,63,4,low_B_111_1,1
2A,crn_2A_p31,high,64,4,high_B_110_1,1
2A,crn_2A_p31,high,65,5,high_A_010_1,1
2A,crn_2A_p31,low,66,5,low_A_010_2,0
2A,crn_2A_p31,high,67,5,high_B_110_2,1
2A,crn_2A_p31,low,68,5,low_B_110_2,1
2A,crn_2A_p31,high,69,5,high_A_001_2,1
2A,crn_2A_p31,high,70,5,high_A_000_1,1
2A,crn_2A_p31,low,71,5,low_A_000_1,0
2A,crn_2A_p31,high,72,5,high_B_101_1,1
2A,crn_2A_p31,low,73,5,low_B_101_1,1
2A,crn_2A_p31,low,74,5,low_A_000_2,1
2A,crn_2A_p31,low,75,5,low_B_111_2,1
2A,crn_2A_p31,low,76,5,low_A_001_1,1
2A,crn_2A_p31,high,77,5,high_B_111_1,0
2A,crn_2A_p31,low,78,5,low_B_111_2,1
2A,crn_2A_p31,high,79,5,high_A_000_2,1
2A,crn_2A_p31,high,80,5,high_B_111_2,1
2A,crn_2A_p31,low,81,6,low_B_101_2,1
2A,crn_2A_p31,low,82,6,low_B_111_1,1
2A,crn_2A_p31,high,83,6,high_B_101_2,1
2A,crn_2A_p31,high,84,6,high_A_001_1,0
2A,crn_2A_p31,low,85,6,low_B_110_1,1
2A,crn_2A_p31,low,86,6,low_A_001_2,1
2A,crn_2A_p31,low,87,6,low_A_000_2,1
2A,crn_2A_p31,high,88,6,high_B_111_1,1
2A,crn_2A_p31,high,89,6,high_A_010_2,1
2A,crn_2A_p31,high,90,6,high_B_111_1,1
2A,crn_2A_p31,low,91,6,low_B_111_1,1
2A,crn_2A_p31,high,92,6,high_A_000_1,1
2A,crn_2A_p31,low,93,6,low_A_000_1,1
2A,crn_2A_p31,high,94,6,high_B_110_2,1
2A,crn_2A_p31,low,95,6,low_A_010_2,1
2A,crn_2A_p31,high,96,6,high_A_000_2,1
2A,crn_2A_p32,low,1,1,low_A_010_1,1
2A,crn_2A_p32,low,2,1,low_A_001_2,0
2A,crn_2A_p32,low,3,1,low_B_110_2,0
2A,crn_2A_p32,low,4,1,low_A_000_2,1
2A,crn_2A_p32,high,5,1,high_A_010_2,0
2A,crn_2A_p32,high,6,1,high_B_101_2,0
2A,crn_2A_p32,high,7,1,high_A_000_2,1
2A,crn_2A_p32,low,8,1,low_B_111_1,1
2A,crn_2A_p32,low,9,1,low_A_000_2,1
2A,crn_2A_p32,low,10,1,low_B_111_2,1
2A,crn_2A_p32,high,11,1,high_B_110_2,1
2A,crn_2A_p32,high,12,1,high_A_000_2,1
2A,crn_2A_p32,low,13,1,low_B_101_2,1
2A,crn_2A_p32,high,14,1,high_B_111_2,0
2A,crn_2A_p32,high,15,1,high_B_111_1,1
2A,crn_2A_p32,high,16,1,high_A_001_2,1
2A,crn_2A_p32,low,17,2,low_A_000_1,0
2A,crn_2A_p32,low,18,2,low_B_101_1,1
2A,crn_2A_p32,high,19,2,high_A_000_1,1
2A,crn_2A_p32,low,20,2,low_A_010_1,0
2A,crn_2A_p32,high,21,2,high_B_111_1,0
2A,crn_2A_p32,low,22,2,low_A_001_1,0
2A,crn_2A_p32,high,23,2,high_B_110_1,0
2A,crn_2A_p32,high,24,2,high_B_111_2,0
2A,crn_2A_p32,low,25,2,low_B_110_2,1
2A,crn_2A_p32,high,26,2,high_B_101_2,0
2A,crn_2A_p32,high,27,2,high_A_000_1,1
2A,crn_2A_p32,high,28,2,high_A_001_2,1
2A,crn_2A_p32,low,29,2,low_B_111_1,1
2A,crn_2A_p32,low,30,2,low_A_000_1,1
2A,crn_2A_p32,low,31,2,low_B_111_1,1
2A,crn_2A_p32,high,32,2,high_A_010_1,0
2A,crn_2A_p32,high,33,3,high_B_101_1,1
2A,crn_2A_p32,high,34,3,high_A_000_1,1
2A,crn_2A_p32,high,35,3,high_A_000_2,1
2A,crn_2A_p32,low,36,3,low_A_000_1,0
2A,crn_2A_p32,low,37,3,low_A_010_2,1
2A,crn_2A_p32,high,38,3,high_B_110_1,0
2A,crn_2A_p32,high,39,3,high_A_001_1,1
2A,crn_2A_p32,high,40,3,high_A_010_2,1
2A,crn_2A_p32,high,41,3,high_B_111_2,0
2A,crn_2A_p32,low,42,3,low_B_101_1,1
2A,crn_2A_p32,low,43,3,low_B_110_1,1
2A,crn_2A_p32,low,44,3,low_B_111_1,1
2A,crn_2A_p32,low,45,3,low_A_001_1,1
2A,crn_2A_p32,low,46,3,low_B_111_2,1
2A,crn_2A_p32,low,47,3,low_A_000_1,1
2A,crn_2A_p32,high,48,3,high_B_111_1,1
2A,crn_2A_p32,low,49,4,low_A_001_2,0
2A,crn_2A_p32,low,50,4,low_A_000_1,1
2A,crn_2A_p32,low,51,4,low_B_110_2,1
2A,crn_2A_p32,high,52,4,high_B_111_1,0
2A,crn_2A_p32,low,53,4,low_A_010_2,1
2A,crn_2A_p32,low,54,4,low_A_000_2,1
2A,crn_2A_p32,high,55,4,high_B_101_2,0
2A,crn_2A_p32,high,56,4,high_B_111_2,1
2A,crn_2A_p32,high,57,4,high_A_010_1,1
2A,crn_2A_p32,high,58,4,high_A_001_2,1
2A,crn_2A_p32,high,59,4,high_B_110_1,0
2A,crn_2A_p32,high,60,4,high_A_000_1,1
2A,crn_2A_p32,low,61,4,low_B_111_2,1
2A,crn_2A_p32,high,62,4,high_A_000_2,1
2A,crn_2A_p32,low,63,4,low_B_101_2,1
2A,crn_2A_p32,low,64,4,low_B_111_2,1
2A,crn_2A_p32,high,65,5,high_A_010_2,1
2A,crn_2A_p32,low,66,5,low_B_111_2,1
2A,crn_2A_p32,high,67,5,high_A_000_1,1
2A,crn_2A_p32,low,68,5,low_A_001_2,0
2A,crn_2A_p32,low,69,5,low_A_000_2,1
2A,crn_2A_p32,high,70,5,high_A_001_1,1
2A,crn_2A_p32,high,71,5,high_B_111_2,1
2A,crn_2A_p32,high,72,5,high_B_110_2,1
2A,crn_2A_p32,low,73,5,low_B_110_1,1
2A,crn_2A_p32,high,74,5,high_B_101_1,1
2A,crn_2A_p32,high,75,5,high_B_111_2,1
2A,crn_2A_p32,low,76,5,low_A_000_1,1
2A,crn_2A_p32,low,77,5,low_A_010_1,1
2A,crn_2A_p32,low,78,5,low_B_101_2,0
2A,crn_2A_p32,low,79,5,low_B_111_2,1
2A,crn_2A_p32,high,80,5,high_A_000_2,1
2A,crn_2A_p32,low,81,6,low_B_111_1,1
2A,crn_2A_p32,low,82,6,low_A_010_2,1
2A,crn_2A_p32,high,83,6,high_A_010_1,1
2A,crn_2A_p32,high,84,6,high_B_101_1,1
2A,crn_2A_p32,low,85,6,low_B_101_1,0
2A,crn_2A_p32,low,86,6,low_A_000_2,1
2A,crn_2A_p32,low,87,6,low_A_001_1,1
2A,crn_2A_p32,high,88,6,high_B_111_1,1
2A,crn_2A_p32,high,89,6,high_A_000_1,1
2A,crn_2A_p32,high,90,6,high_B_110_2,1
2A,crn_2A_p32,low,91,6,low_A_000_2,1
2A,crn_2A_p32,low,92,6,low_B_110_1,0
2A,crn_2A_p32,high,93,6,high_B_111_1,0
2A,crn_2A_p32,high,94,6,high_A_001_1,1
2A,crn_2A_p32,low,95,6,low_B_111_1,1
2A,crn_2A_p32,high,96,6,high_A_000_2,1
2A,crn_2A_p33,high,1,1,high_A_000_2,0
2A,crn_2A_p33,low,2,1,low_A_001_1,1
2A,crn_2A_p33,low,3,1,low_A_000_1,1
2A,crn_2A_p33,high,4,1,high_B_101_2,0
2A,crn_2A_p33,high,5,1,high_A_010_2,0
2A,crn_2A_p33,high,6,1,high_A_001_2,0
2A,crn_2A_p33,high,7,1,high_B_111_2,0
2A,crn_2A_p33,high,8,1,high_B_110_2,0
2A,crn_2A_p33,low,9,1,low_B_101_1,0
2A,crn_2A_p33,low,10,1,low_B_110_2,1
2A,crn_2A_p33,high,11,1,high_B_111_2,0
2A,crn_2A_p33,low,12,1,low_A_010_2,0
2A,crn_2A_p33,low,13,1,low_B_111_1,0
2A,crn_2A_p33,low,14,1,low_A_000_1,0
2A,crn_2A_p33,low,15,1,low_B_111_2,0
2A,crn_2A_p33,high,16,1,high_A_000_2,1
2A,crn_2A_p33,low,17,2,low_A_001_2,0
2A,crn_2A_p33,high,18,2,high_A_010_1,1
2A,crn_2A_p33,low,19,2,low_B_111_2,0
2A,crn_2A_p33,high,20,2,high_B_111_2,0
2A,crn_2A_p33,high,21,2,high_B_101_1,1
2A,crn_2A_p33,high,22,2,high_B_111_1,1
2A,crn_2A_p33,low,23,2,low_B_111_2,1
2A,crn_2A_p33,high,24,2,high_A_001_1,1
2A,crn_2A_p33,low,25,2,low_B_110_2,0
2A,crn_2A_p33,high,26,2,high_B_110_1,1
2A,crn_2A_p33,high,27,2,high_A_000_2,1
2A,crn_2A_p33,low,28,2,low_B_101_2,0
2A,crn_2A_p33,low,29,2,low_A_000_2,0
2A,crn_2A_p33,low,30,2,low_A_000_1,1
2A,crn_2A_p33,low,31,2,low_A_010_1,1
2A,crn_2A_p33,high,32,2,high_A_000_2,1
2A,crn_2A_p33,high,33,3,high_A_000_2,1
2A,crn_2A_p33,high,34,3,high_B_110_1,0
2A,crn_2A_p33,high,35,3,high_B_111_1,1
2A,crn_2A_p33,low,36,3,low_B_110_1,0
2A,crn_2A_p33,high,37,3,high_B_101_2,1
2A,crn_2A_p33,high,38,3,high_A_001_1,1
2A,crn_2A_p33,low,39,3,low_B_111_1,0
2A,crn_2A_p33,low,40,3,low_A_001_1,1
2A,crn_2A_p33,high,41,3,high_B_111_2,1
2A,crn_2A_p33,high,42,3,high_A_000_1,1
2A,crn_2A_p33,low,43,3,low_B_111_1,1
2A,crn_2A_p33,low,44,3,low_A_000_2,1
2A,crn_2A_p33,low,45,3,low_A_010_1,1
2A,crn_2A_p33,low,46,3,low_B_101_2,1
2A,crn_2A_p33,low,47,3,low_A_000_2,1
