experiment,subject,condition,total_trial_num,block_num,image_name,is_right
1B,p977529,low,4,1,low_B_111,1
1B,p977529,low,5,1,low_A_000,1
1B,p977529,low,6,1,low_A_000,1
1B,p977529,low,7,1,low_B_111,1
1B,p977529,low,8,1,low_B_101,0
1B,p977529,low,9,2,low_A_010,0
1B,p977529,low,10,2,low_B_110,0
1B,p977529,low,11,2,low_A_000,0
1B,p977529,low,12,2,low_B_101,0
1B,p977529,low,13,2,low_B_111,1
1B,p977529,low,14,2,low_B_111,1
1B,p977529,low,15,2,low_A_001,1
1B,p977529,low,16,2,low_A_000,0
1B,p977529,low,17,3,low_B_111,1
1B,p977529,low,18,3,low_B_101,0
1B,p977529,low,19,3,low_B_110,1
1B,p977529,low,20,3,low_B_111,1
1B,p977529,low,21,3,low_A_001,0
1B,p977529,low,22,3,low_A_000,0
1B,p977529,low,23,3,low_A_010,0
1B,p977529,low,24,3,low_A_000,1
